,facility_code,sys_loc_code,loc_name,loc_group,loc_report_order,sys_sample_code,sample_name,sample_date,sample_type_code,sample_method,start_depth,end_depth,depth_unit,medium_code,matrix_code,species_code,tissue_type,geologic_unit_code,task_code,task_desc,field_sdg,parent_sample_code,analysis_location,lab_sample_id,lab_matrix_code,basis,lab_name_code,analytic_method,analysis_date,column_number,fraction,test_type,prep_method,leachate_method,leachate_date,lab_sdg,percent_moisture,dilution_factor,method_analyte_group,report_order,test_id,cas_rn,chemical_name,organic_yn,report_result_text,report_result_value,report_result_unit,report_result_limit,reportable_result,detect_flag,interpreted_qualifiers,validator_qualifiers,lab_qualifiers,quantitation_limit,method_detection_limit,reporting_detection_limit,detection_limit_unit,approval_code,result_text,result_numeric,result_unit,result_type_code,x_coord,y_coord,stream_mile,stream_code,z_coord_avg,zfrom,zto,longitude,latitude,sample_remark,test_remark,result_remark,validated_yn,validation_level
11,NJD980528996,NBSA-SF10B,Newark Bay Diamond Alkali,,,SF10B,Atterberg Limits Core Bottom Sediment Sample,2012-10-19 12:20:00,N,,0,30,cm,,SE,,,,2012 LBG Newark Bay SedFlume Atterberg,,,,LB,SF10B,SE,DRY,GTPB,D4318,2012-12-12,,T,INITIAL,,,,GTX12408,,1,,,389704,PLASLIM,Plastic Limit,,33.0,33.0,%,,Yes,Y,,,,,,,,,33.0,33.0,%,TRG,-74.1345762,40.665691,,,-0.4921245,0,-0.984249,-74.1345762,40.665691,,,Water Depth = 13.5 ft. Oxic layer at 1 cm,N,TEIR1
12,NJD980528996,NBSA-SF11,Newark Bay Diamond Alkali,,,SF11,Atterberg Limits Surface Sediment Grab Sample,2012-10-19 10:57:00,N,,0,41,cm,,SE,,,,2012 LBG Newark Bay SedFlume Atterberg,,,,LB,SF11,SE,DRY,GTPB,D4318,2012-12-12,,T,INITIAL,,,,GTX12408,,1,,,389705,LIQLIM,Liquid Limit,,82.0,82.0,%,,Yes,Y,,,,,,,,,82.0,82.0,%,TRG,-74.1625619,40.6540691,,,-0.6725702,0,-1.34514,-74.1625619,40.6540691,,,Atterberg Sample grabbed from surface of core,N,TEIR1
13,NJD980528996,NBSA-SF11,Newark Bay Diamond Alkali,,,SF11,Atterberg Limits Surface Sediment Grab Sample,2012-10-19 10:57:00,N,,0,41,cm,,SE,,,,2012 LBG Newark Bay SedFlume Atterberg,,,,LB,SF11,SE,DRY,GTPB,D4318,2012-12-12,,T,INITIAL,,,,GTX12408,,1,,,389705,PLASIND,Plasticity Index,,56.0,56.0,%,,Yes,Y,,,,,,,,,56.0,56.0,%,TRG,-74.1625619,40.6540691,,,-0.6725702,0,-1.34514,-74.1625619,40.6540691,,,Atterberg Sample grabbed from surface of core,N,TEIR1
14,NJD980528996,NBSA-SF11,Newark Bay Diamond Alkali,,,SF11,Atterberg Limits Surface Sediment Grab Sample,2012-10-19 10:57:00,N,,0,41,cm,,SE,,,,2012 LBG Newark Bay SedFlume Atterberg,,,,LB,SF11,SE,DRY,GTPB,D4318,2012-12-12,,T,INITIAL,,,,GTX12408,,1,,,389705,PLASLIM,Plastic Limit,,26.0,26.0,%,,Yes,Y,,,,,,,,,26.0,26.0,%,TRG,-74.1625619,40.6540691,,,-0.6725702,0,-1.34514,-74.1625619,40.6540691,,,Atterberg Sample grabbed from surface of core,N,TEIR1
15,NJD980528996,NBSA-SF11B,Newark Bay Diamond Alkali,,,SF11B,Atterberg Limits Core Bottom Sediment Sample,2012-10-19 10:57:00,N,,0,41,cm,,SE,,,,2012 LBG Newark Bay SedFlume Atterberg,,,,LB,SF11B,SE,DRY,GTPB,D4318,2012-12-12,,T,INITIAL,,,,GTX12408,,1,,,389706,LIQLIM,Liquid Limit,,79.0,79.0,%,,Yes,Y,,,,,,,,,79.0,79.0,%,TRG,-74.1625619,40.6540691,,,-0.6725702,0,-1.34514,-74.1625619,40.6540691,,,"Water Depth = 12 ft. Shell present at surface of core, potential for ""deep worms."" 1 cm oxic layer, 25 cm of gray sediment.",N,TEIR1
16,NJD980528996,NBSA-SF11B,Newark Bay Diamond Alkali,,,SF11B,Atterberg Limits Core Bottom Sediment Sample,2012-10-19 10:57:00,N,,0,41,cm,,SE,,,,2012 LBG Newark Bay SedFlume Atterberg,,,,LB,SF11B,SE,DRY,GTPB,D4318,2012-12-12,,T,INITIAL,,,,GTX12408,,1,,,389706,PLASIND,Plasticity Index,,52.0,52.0,%,,Yes,Y,,,,,,,,,52.0,52.0,%,TRG,-74.1625619,40.6540691,,,-0.6725702,0,-1.34514,-74.1625619,40.6540691,,,"Water Depth = 12 ft. Shell present at surface of core, potential for ""deep worms."" 1 cm oxic layer, 25 cm of gray sediment.",N,TEIR1
17,NJD980528996,NBSA-SF11B,Newark Bay Diamond Alkali,,,SF11B,Atterberg Limits Core Bottom Sediment Sample,2012-10-19 10:57:00,N,,0,41,cm,,SE,,,,2012 LBG Newark Bay SedFlume Atterberg,,,,LB,SF11B,SE,DRY,GTPB,D4318,2012-12-12,,T,INITIAL,,,,GTX12408,,1,,,389706,PLASLIM,Plastic Limit,,27.0,27.0,%,,Yes,Y,,,,,,,,,27.0,27.0,%,TRG,-74.1625619,40.6540691,,,-0.6725702,0,-1.34514,-74.1625619,40.6540691,,,"Water Depth = 12 ft. Shell present at surface of core, potential for ""deep worms."" 1 cm oxic layer, 25 cm of gray sediment.",N,TEIR1
18,NJD980528996,NBSA-SF11C,Newark Bay Diamond Alkali,,,SF11C,Atterberg Limits Core Bottom Sediment Sample,2012-10-19 11:21:00,N,,0,37,cm,,SE,,,,2012 LBG Newark Bay SedFlume Atterberg,,,,LB,SF11C,SE,DRY,GTPB,D4318,2012-12-12,,T,INITIAL,,,,GTX12408,,1,,,389707,LIQLIM,Liquid Limit,,56.0,56.0,%,,Yes,Y,,,,,,,,,56.0,56.0,%,TRG,-74.1625619,40.6540691,,,-0.6069536,0,-1.213907,-74.1625619,40.6540691,,,"Water Depth = 12 ft. 1 cm oxic layer, 26 cm of gray sediment.",N,TEIR1
19,NJD980528996,NBSA-SF11C,Newark Bay Diamond Alkali,,,SF11C,Atterberg Limits Core Bottom Sediment Sample,2012-10-19 11:21:00,N,,0,37,cm,,SE,,,,2012 LBG Newark Bay SedFlume Atterberg,,,,LB,SF11C,SE,DRY,GTPB,D4318,2012-12-12,,T,INITIAL,,,,GTX12408,,1,,,389707,PLASIND,Plasticity Index,,35.0,35.0,%,,Yes,Y,,,,,,,,,35.0,35.0,%,TRG,-74.1625619,40.6540691,,,-0.6069536,0,-1.213907,-74.1625619,40.6540691,,,"Water Depth = 12 ft. 1 cm oxic layer, 26 cm of gray sediment.",N,TEIR1
20,NJD980528996,NBSA-SF11C,Newark Bay Diamond Alkali,,,SF11C,Atterberg Limits Core Bottom Sediment Sample,2012-10-19 11:21:00,N,,0,37,cm,,SE,,,,2012 LBG Newark Bay SedFlume Atterberg,,,,LB,SF11C,SE,DRY,GTPB,D4318,2012-12-12,,T,INITIAL,,,,GTX12408,,1,,,389707,PLASLIM,Plastic Limit,,21.0,21.0,%,,Yes,Y,,,,,,,,,21.0,21.0,%,TRG,-74.1625619,40.6540691,,,-0.6069536,0,-1.213907,-74.1625619,40.6540691,,,"Water Depth = 12 ft. 1 cm oxic layer, 26 cm of gray sediment.",N,TEIR1
21,NJD980528996,NBSA-SF12,Newark Bay Diamond Alkali,,,SF12,Atterberg Limits Surface Sediment Grab Sample,2012-10-19 09:30:00,N,,0,28,cm,,SE,,,,2012 LBG Newark Bay SedFlume Atterberg,,,,LB,SF12,SE,DRY,GTPB,D4318,2012-12-12,,T,INITIAL,,,,GTX12408,,1,,,389708,LIQLIM,Liquid Limit,,44.0,44.0,%,,Yes,Y,,,,,,,,,44.0,44.0,%,TRG,-74.1523144,40.6547832,,,-0.4593162,0,-0.9186324,-74.1523144,40.6547832,,,Atterberg Sample grabbed from surface of core,N,TEIR1
22,NJD980528996,NBSA-SF12,Newark Bay Diamond Alkali,,,SF12,Atterberg Limits Surface Sediment Grab Sample,2012-10-19 09:30:00,N,,0,28,cm,,SE,,,,2012 LBG Newark Bay SedFlume Atterberg,,,,LB,SF12,SE,DRY,GTPB,D4318,2012-12-12,,T,INITIAL,,,,GTX12408,,1,,,389708,PLASIND,Plasticity Index,,21.0,21.0,%,,Yes,Y,,,,,,,,,21.0,21.0,%,TRG,-74.1523144,40.6547832,,,-0.4593162,0,-0.9186324,-74.1523144,40.6547832,,,Atterberg Sample grabbed from surface of core,N,TEIR1
23,NJD980528996,NBSA-SF12,Newark Bay Diamond Alkali,,,SF12,Atterberg Limits Surface Sediment Grab Sample,2012-10-19 09:30:00,N,,0,28,cm,,SE,,,,2012 LBG Newark Bay SedFlume Atterberg,,,,LB,SF12,SE,DRY,GTPB,D4318,2012-12-12,,T,INITIAL,,,,GTX12408,,1,,,389708,PLASLIM,Plastic Limit,,23.0,23.0,%,,Yes,Y,,,,,,,,,23.0,23.0,%,TRG,-74.1523144,40.6547832,,,-0.4593162,0,-0.9186324,-74.1523144,40.6547832,,,Atterberg Sample grabbed from surface of core,N,TEIR1
24,NJD980528996,NBSA-SF12A,Newark Bay Diamond Alkali,,,SF12A,Atterberg Limits Core Bottom Sediment Sample,2012-10-19 09:05:00,N,,0,26,cm,,SE,,,,2012 LBG Newark Bay SedFlume Atterberg,,,,LB,SF12A,SE,DRY,GTPB,D4318,2012-12-12,,T,INITIAL,,,,GTX12408,,1,,,389709,LIQLIM,Liquid Limit,,47.0,47.0,%,,Yes,Y,,,,,,,,,47.0,47.0,%,TRG,-74.1523144,40.6547832,,,-0.4265079,0,-0.8530158,-74.1523144,40.6547832,,,"Water Depth = 13 ft. Tan oxic layer near surface between 2 cm - 3 cm. Naturally ""slopy"" surface.",N,TEIR1
25,NJD980528996,NBSA-SF12A,Newark Bay Diamond Alkali,,,SF12A,Atterberg Limits Core Bottom Sediment Sample,2012-10-19 09:05:00,N,,0,26,cm,,SE,,,,2012 LBG Newark Bay SedFlume Atterberg,,,,LB,SF12A,SE,DRY,GTPB,D4318,2012-12-12,,T,INITIAL,,,,GTX12408,,1,,,389709,PLASIND,Plasticity Index,,24.0,24.0,%,,Yes,Y,,,,,,,,,24.0,24.0,%,TRG,-74.1523144,40.6547832,,,-0.4265079,0,-0.8530158,-74.1523144,40.6547832,,,"Water Depth = 13 ft. Tan oxic layer near surface between 2 cm - 3 cm. Naturally ""slopy"" surface.",N,TEIR1
26,NJD980528996,NBSA-SF12A,Newark Bay Diamond Alkali,,,SF12A,Atterberg Limits Core Bottom Sediment Sample,2012-10-19 09:05:00,N,,0,26,cm,,SE,,,,2012 LBG Newark Bay SedFlume Atterberg,,,,LB,SF12A,SE,DRY,GTPB,D4318,2012-12-12,,T,INITIAL,,,,GTX12408,,1,,,389709,PLASLIM,Plastic Limit,,23.0,23.0,%,,Yes,Y,,,,,,,,,23.0,23.0,%,TRG,-74.1523144,40.6547832,,,-0.4265079,0,-0.8530158,-74.1523144,40.6547832,,,"Water Depth = 13 ft. Tan oxic layer near surface between 2 cm - 3 cm. Naturally ""slopy"" surface.",N,TEIR1
27,NJD980528996,NBSA-SF12B,Newark Bay Diamond Alkali,,,SF12B,Atterberg Limits Core Bottom Sediment Sample,2012-10-19 09:30:00,N,,0,28,cm,,SE,,,,2012 LBG Newark Bay SedFlume Atterberg,,,,LB,SF12B,SE,DRY,GTPB,D4318,2012-12-12,,T,INITIAL,,,,GTX12408,,1,,,389710,LIQLIM,Liquid Limit,,41.0,41.0,%,,Yes,Y,,,,,,,,,41.0,41.0,%,TRG,-74.1523144,40.6547832,,,-0.4593162,0,-0.9186324,-74.1523144,40.6547832,,,Water Depth = 13 ft. 2 total attempts to attain accetpable recovery. Light brown oxic layer at 2.5 cm. Worms spotted in core.,N,TEIR1
28,NJD980528996,NBSA-SF12B,Newark Bay Diamond Alkali,,,SF12B,Atterberg Limits Core Bottom Sediment Sample,2012-10-19 09:30:00,N,,0,28,cm,,SE,,,,2012 LBG Newark Bay SedFlume Atterberg,,,,LB,SF12B,SE,DRY,GTPB,D4318,2012-12-12,,T,INITIAL,,,,GTX12408,,1,,,389710,PLASIND,Plasticity Index,,18.0,18.0,%,,Yes,Y,,,,,,,,,18.0,18.0,%,TRG,-74.1523144,40.6547832,,,-0.4593162,0,-0.9186324,-74.1523144,40.6547832,,,Water Depth = 13 ft. 2 total attempts to attain accetpable recovery. Light brown oxic layer at 2.5 cm. Worms spotted in core.,N,TEIR1
29,NJD980528996,NBSA-SF12B,Newark Bay Diamond Alkali,,,SF12B,Atterberg Limits Core Bottom Sediment Sample,2012-10-19 09:30:00,N,,0,28,cm,,SE,,,,2012 LBG Newark Bay SedFlume Atterberg,,,,LB,SF12B,SE,DRY,GTPB,D4318,2012-12-12,,T,INITIAL,,,,GTX12408,,1,,,389710,PLASLIM,Plastic Limit,,23.0,23.0,%,,Yes,Y,,,,,,,,,23.0,23.0,%,TRG,-74.1523144,40.6547832,,,-0.4593162,0,-0.9186324,-74.1523144,40.6547832,,,Water Depth = 13 ft. 2 total attempts to attain accetpable recovery. Light brown oxic layer at 2.5 cm. Worms spotted in core.,N,TEIR1
30,NJD980528996,NBSA-SF13,Newark Bay Diamond Alkali,,,SF13,Atterberg Limits Surface Sediment Grab Sample,2012-10-18 14:06:59,N,,0,22,cm,,SE,,,,2012 LBG Newark Bay SedFlume Atterberg,,,,LB,SF13,SE,DRY,GTPB,D4318,2012-12-12,,T,INITIAL,,,,GTX12408,,1,,,389711,LIQLIM,Liquid Limit,,78.0,78.0,%,,Yes,Y,,,,,,,,,78.0,78.0,%,TRG,-74.1456786,40.6527602,,,-0.3608913,0,-0.7217826,-74.1456786,40.6527602,,,Atterberg Sample grabbed from surface of core,N,TEIR1
31,NJD980528996,NBSA-SF13,Newark Bay Diamond Alkali,,,SF13,Atterberg Limits Surface Sediment Grab Sample,2012-10-18 14:06:59,N,,0,22,cm,,SE,,,,2012 LBG Newark Bay SedFlume Atterberg,,,,LB,SF13,SE,DRY,GTPB,D4318,2012-12-12,,T,INITIAL,,,,GTX12408,,1,,,389711,PLASIND,Plasticity Index,,45.0,45.0,%,,Yes,Y,,,,,,,,,45.0,45.0,%,TRG,-74.1456786,40.6527602,,,-0.3608913,0,-0.7217826,-74.1456786,40.6527602,,,Atterberg Sample grabbed from surface of core,N,TEIR1
32,NJD980528996,NBSA-SF13,Newark Bay Diamond Alkali,,,SF13,Atterberg Limits Surface Sediment Grab Sample,2012-10-18 14:06:59,N,,0,22,cm,,SE,,,,2012 LBG Newark Bay SedFlume Atterberg,,,,LB,SF13,SE,DRY,GTPB,D4318,2012-12-12,,T,INITIAL,,,,GTX12408,,1,,,389711,PLASLIM,Plastic Limit,,33.0,33.0,%,,Yes,Y,,,,,,,,,33.0,33.0,%,TRG,-74.1456786,40.6527602,,,-0.3608913,0,-0.7217826,-74.1456786,40.6527602,,,Atterberg Sample grabbed from surface of core,N,TEIR1
33,NJD980528996,NBSA-SF13A,Newark Bay Diamond Alkali,,,SF13A,Atterberg Limits Core Bottom Sediment Sample,2012-10-18 14:07:00,N,,0,22,cm,,SE,,,,2012 LBG Newark Bay SedFlume Atterberg,,,,LB,SF13A,SE,DRY,GTPB,D4318,2012-12-12,,T,INITIAL,,,,GTX12408,,1,,,389712,LIQLIM,Liquid Limit,,89.0,89.0,%,,Yes,Y,,,,,,,,,89.0,89.0,%,TRG,-74.1456786,40.6527602,,,-0.3608913,0,-0.7217826,-74.1456786,40.6527602,,,"Water Depth = 57 ft. 2 total attempts to attain acceptable recovery. Short core (22 cm), Light tan to 8 cm, change to darker sediment below 8 cm.",N,TEIR1
34,NJD980528996,NBSA-SF13A,Newark Bay Diamond Alkali,,,SF13A,Atterberg Limits Core Bottom Sediment Sample,2012-10-18 14:07:00,N,,0,22,cm,,SE,,,,2012 LBG Newark Bay SedFlume Atterberg,,,,LB,SF13A,SE,DRY,GTPB,D4318,2012-12-12,,T,INITIAL,,,,GTX12408,,1,,,389712,PLASIND,Plasticity Index,,55.0,55.0,%,,Yes,Y,,,,,,,,,55.0,55.0,%,TRG,-74.1456786,40.6527602,,,-0.3608913,0,-0.7217826,-74.1456786,40.6527602,,,"Water Depth = 57 ft. 2 total attempts to attain acceptable recovery. Short core (22 cm), Light tan to 8 cm, change to darker sediment below 8 cm.",N,TEIR1
35,NJD980528996,NBSA-SF13A,Newark Bay Diamond Alkali,,,SF13A,Atterberg Limits Core Bottom Sediment Sample,2012-10-18 14:07:00,N,,0,22,cm,,SE,,,,2012 LBG Newark Bay SedFlume Atterberg,,,,LB,SF13A,SE,DRY,GTPB,D4318,2012-12-12,,T,INITIAL,,,,GTX12408,,1,,,389712,PLASLIM,Plastic Limit,,34.0,34.0,%,,Yes,Y,,,,,,,,,34.0,34.0,%,TRG,-74.1456786,40.6527602,,,-0.3608913,0,-0.7217826,-74.1456786,40.6527602,,,"Water Depth = 57 ft. 2 total attempts to attain acceptable recovery. Short core (22 cm), Light tan to 8 cm, change to darker sediment below 8 cm.",N,TEIR1
36,NJD980528996,NBSA-SF13B,Newark Bay Diamond Alkali,,,SF13B,Atterberg Limits Core Bottom Sediment Sample,2012-10-18 14:39:00,N,,0,23,cm,,SE,,,,2012 LBG Newark Bay SedFlume Atterberg,,,,LB,SF13B,SE,DRY,GTPB,D4318,2012-12-12,,T,INITIAL,,,,GTX12408,,1,,,389713,LIQLIM,Liquid Limit,,100.0,100.0,%,,Yes,Y,,,,,,,,,100.0,100.0,%,TRG,-74.1456786,40.6527602,,,-0.3772955,0,-0.7545909,-74.1456786,40.6527602,,,"Water Depth = 57 ft. Short core (23 cm), Color change at 8 cm.",N,TEIR1
37,NJD980528996,NBSA-SF13B,Newark Bay Diamond Alkali,,,SF13B,Atterberg Limits Core Bottom Sediment Sample,2012-10-18 14:39:00,N,,0,23,cm,,SE,,,,2012 LBG Newark Bay SedFlume Atterberg,,,,LB,SF13B,SE,DRY,GTPB,D4318,2012-12-12,,T,INITIAL,,,,GTX12408,,1,,,389713,PLASIND,Plasticity Index,,68.0,68.0,%,,Yes,Y,,,,,,,,,68.0,68.0,%,TRG,-74.1456786,40.6527602,,,-0.3772955,0,-0.7545909,-74.1456786,40.6527602,,,"Water Depth = 57 ft. Short core (23 cm), Color change at 8 cm.",N,TEIR1
38,NJD980528996,NBSA-SF13B,Newark Bay Diamond Alkali,,,SF13B,Atterberg Limits Core Bottom Sediment Sample,2012-10-18 14:39:00,N,,0,23,cm,,SE,,,,2012 LBG Newark Bay SedFlume Atterberg,,,,LB,SF13B,SE,DRY,GTPB,D4318,2012-12-12,,T,INITIAL,,,,GTX12408,,1,,,389713,PLASLIM,Plastic Limit,,32.0,32.0,%,,Yes,Y,,,,,,,,,32.0,32.0,%,TRG,-74.1456786,40.6527602,,,-0.3772955,0,-0.7545909,-74.1456786,40.6527602,,,"Water Depth = 57 ft. Short core (23 cm), Color change at 8 cm.",N,TEIR1
39,NJD980528996,NBSA-SF14,Newark Bay Diamond Alkali,,,SF14,Atterberg Limits Surface Sediment Grab Sample,2012-10-18 14:34:00,N,,0,41,cm,,SE,,,,2012 LBG Newark Bay SedFlume Atterberg,,,,LB,SF14,SE,DRY,GTPB,D4318,2012-12-12,,T,INITIAL,,,,GTX12408,,1,,,389714,LIQLIM,Liquid Limit,,77.0,77.0,%,,Yes,Y,,,,,,,,,77.0,77.0,%,TRG,-74.1439209,40.6519964,,,-0.6725702,0,-1.34514,-74.1439209,40.6519964,,,Atterberg Sample grabbed from surface of core,N,TEIR1
40,NJD980528996,NBSA-SF14,Newark Bay Diamond Alkali,,,SF14,Atterberg Limits Surface Sediment Grab Sample,2012-10-18 14:34:00,N,,0,41,cm,,SE,,,,2012 LBG Newark Bay SedFlume Atterberg,,,,LB,SF14,SE,DRY,GTPB,D4318,2012-12-12,,T,INITIAL,,,,GTX12408,,1,,,389714,PLASIND,Plasticity Index,,51.0,51.0,%,,Yes,Y,,,,,,,,,51.0,51.0,%,TRG,-74.1439209,40.6519964,,,-0.6725702,0,-1.34514,-74.1439209,40.6519964,,,Atterberg Sample grabbed from surface of core,N,TEIR1
