,facility_code,sys_loc_code,loc_name,loc_group,loc_report_order,sys_sample_code,sample_name,sample_date,sample_type_code,sample_method,start_depth,end_depth,depth_unit,medium_code,matrix_code,species_code,tissue_type,geologic_unit_code,task_code,task_desc,field_sdg,parent_sample_code,analysis_location,lab_sample_id,lab_matrix_code,basis,lab_name_code,analytic_method,analysis_date,column_number,fraction,test_type,prep_method,leachate_method,leachate_date,lab_sdg,percent_moisture,dilution_factor,method_analyte_group,report_order,test_id,cas_rn,chemical_name,organic_yn,report_result_text,report_result_value,report_result_unit,report_result_limit,reportable_result,detect_flag,interpreted_qualifiers,validator_qualifiers,lab_qualifiers,quantitation_limit,method_detection_limit,reporting_detection_limit,detection_limit_unit,approval_code,result_text,result_numeric,result_unit,result_type_code,x_coord,y_coord,stream_mile,stream_code,z_coord_avg,zfrom,zto,longitude,latitude,sample_remark,test_remark,result_remark,validated_yn,validation_level
10,NJD980528996,PRSS-01,,,,SERAS-267-0038,SERAS-267-0038,2015-09-29,N,,,,,,SE,,,,2015 ERT RM10.9 Suface Sediment Sampling,,,,LB,UNKNOWN,SE,DRY,LMSERAS,EPA METHOD 1668A,2015-10-02,,T,INITIAL,,,,Unknown,,1,,,661980,2051-62-9,Chlorobiphenyl; 4- (PCB 3),Y,750.0,750.0,pg/g,57.0,Yes,Y,,,,,,57.0,pg/g,,750.0,750.0,pg/g,TRG,-74.1329218558,40.8188719823,,,,,,-74.1329218558,40.8188719823,,,,Y,
11,NJD980528996,PRSS-01,,,,SERAS-267-0038,SERAS-267-0038,2015-09-29,N,,,,,,SE,,,,2015 ERT RM10.9 Suface Sediment Sampling,,,,LB,UNKNOWN,SE,DRY,LMSERAS,EPA METHOD 1668A,2015-10-02,,T,INITIAL,,,,Unknown,,1,,,661980,2136-99-4,"Octachlorobiphenyl; 2,2',3,3',5,5',6,6'- (PCB 202)",Y,1700.0,1700.0,pg/g,57.0,Yes,Y,,,,,,57.0,pg/g,,1700.0,1700.0,pg/g,TRG,-74.1329218558,40.8188719823,,,,,,-74.1329218558,40.8188719823,,,,Y,
12,NJD980528996,PRSS-01,,,,SERAS-267-0038,SERAS-267-0038,2015-09-29,N,,,,,,SE,,,,2015 ERT RM10.9 Suface Sediment Sampling,,,,LB,UNKNOWN,SE,DRY,LMSERAS,EPA METHOD 1668A,2015-10-02,,T,INITIAL,,,,Unknown,,1,,,661980,25323-68-6,Total Trichlorobiphenyls,,91000.0,91000.0,pg/g,,Yes,Y,,,,,,,,,91000.0,91000.0,pg/g,TRG,-74.1329218558,40.8188719823,,,,,,-74.1329218558,40.8188719823,,,,Y,
13,NJD980528996,PRSS-01,,,,SERAS-267-0038,SERAS-267-0038,2015-09-29,N,,,,,,SE,,,,2015 ERT RM10.9 Suface Sediment Sampling,,,,LB,UNKNOWN,SE,DRY,LMSERAS,EPA METHOD 1668A,2015-10-02,,T,INITIAL,,,,Unknown,,1,,,661980,25429-29-2,Total Pentachlorobiphenyls,,160000.0,160000.0,pg/g,,Yes,Y,,,,,,,,,160000.0,160000.0,pg/g,TRG,-74.1329218558,40.8188719823,,,,,,-74.1329218558,40.8188719823,,,,Y,
14,NJD980528996,PRSS-01,,,,SERAS-267-0038,SERAS-267-0038,2015-09-29,N,,,,,,SE,,,,2015 ERT RM10.9 Suface Sediment Sampling,,,,LB,UNKNOWN,SE,DRY,LMSERAS,EPA METHOD 1668A,2015-10-02,,T,INITIAL,,,,Unknown,,1,,,661980,25512-42-9,Dichlorobiphenyl,,23000.0,23000.0,pg/g,,Yes,Y,,,,,,,,,23000.0,23000.0,pg/g,TRG,-74.1329218558,40.8188719823,,,,,,-74.1329218558,40.8188719823,,,,Y,
15,NJD980528996,PRSS-01,,,,SERAS-267-0038,SERAS-267-0038,2015-09-29,N,,,,,,SE,,,,2015 ERT RM10.9 Suface Sediment Sampling,,,,LB,UNKNOWN,SE,DRY,LMSERAS,EPA METHOD 1668A,2015-10-02,,T,INITIAL,,,,Unknown,,1,,,661980,25569-80-6,"Dichlorobiphenyl; 2,3'- (PCB 6)",Y,1200.0,1200.0,pg/g,66.0,Yes,Y,,,,,,66.0,pg/g,,1200.0,1200.0,pg/g,TRG,-74.1329218558,40.8188719823,,,,,,-74.1329218558,40.8188719823,,,,Y,
16,NJD980528996,PRSS-01,,,,SERAS-267-0038,SERAS-267-0038,2015-09-29,N,,,,,,SE,,,,2015 ERT RM10.9 Suface Sediment Sampling,,,,LB,UNKNOWN,SE,DRY,LMSERAS,EPA METHOD 1668A,2015-10-02,,T,INITIAL,,,,Unknown,,1,,,661980,26601-64-9,Total Hexachlorobiphenyls,,130000.0,130000.0,pg/g,,Yes,Y,,,,,,,,,130000.0,130000.0,pg/g,TRG,-74.1329218558,40.8188719823,,,,,,-74.1329218558,40.8188719823,,,,Y,
17,NJD980528996,PRSS-01,,,,SERAS-267-0038,SERAS-267-0038,2015-09-29,N,,,,,,SE,,,,2015 ERT RM10.9 Suface Sediment Sampling,,,,LB,UNKNOWN,SE,DRY,LMSERAS,EPA METHOD 1668A,2015-10-02,,T,INITIAL,,,,Unknown,,1,,,661980,26914-33-0,Total Tetrachlorobiphenyls,,190000.0,190000.0,pg/g,,Yes,Y,,,,,,,,,190000.0,190000.0,pg/g,TRG,-74.1329218558,40.8188719823,,,,,,-74.1329218558,40.8188719823,,,,Y,
18,NJD980528996,PRSS-01,,,,SERAS-267-0038,SERAS-267-0038,2015-09-29,N,,,,,,SE,,,,2015 ERT RM10.9 Suface Sediment Sampling,,,,LB,UNKNOWN,SE,DRY,LMSERAS,EPA METHOD 1668A,2015-10-02,,T,INITIAL,,,,Unknown,,1,,,661980,27323-18-8,Total Monochlorobiphenyls,,2000.0,2000.0,pg/g,,Yes,Y,,,,,,,,,2000.0,2000.0,pg/g,TRG,-74.1329218558,40.8188719823,,,,,,-74.1329218558,40.8188719823,,,,Y,
19,NJD980528996,PRSS-01,,,,SERAS-267-0038,SERAS-267-0038,2015-09-29,N,,,,,,SE,,,,2015 ERT RM10.9 Suface Sediment Sampling,,,,LB,UNKNOWN,SE,DRY,LMSERAS,EPA METHOD 1668A,2015-10-02,,T,INITIAL,,,,Unknown,,1,,,661980,28655-71-2,Total Heptachlorobiphenyls,,77000.0,77000.0,pg/g,,Yes,Y,,,,,,,,,77000.0,77000.0,pg/g,TRG,-74.1329218558,40.8188719823,,,,,,-74.1329218558,40.8188719823,,,,Y,
20,NJD980528996,PRSS-01,,,,SERAS-267-0038,SERAS-267-0038,2015-09-29,N,,,,,,SE,,,,2015 ERT RM10.9 Suface Sediment Sampling,,,,LB,UNKNOWN,SE,DRY,LMSERAS,EPA METHOD 1668A,2015-10-02,,T,INITIAL,,,,Unknown,,1,,,661980,31508-00-6,"Pentachlorobiphenyl; 2,3',4,4',5- (PCB 118)",Y,22000.0,22000.0,pg/g,510.0,Yes,Y,,,,,,510.0,pg/g,,22000.0,22000.0,pg/g,TRG,-74.1329218558,40.8188719823,,,,,,-74.1329218558,40.8188719823,,,,Y,
21,NJD980528996,PRSS-01,,,,SERAS-267-0038,SERAS-267-0038,2015-09-29,N,,,,,,SE,,,,2015 ERT RM10.9 Suface Sediment Sampling,,,,LB,UNKNOWN,SE,DRY,LMSERAS,EPA METHOD 1668A,2015-10-02,,T,INITIAL,,,,Unknown,,1,,,661980,32598-10-0,"Tetrachlorobiphenyl; 2,3',4,4'- (PCB 66)",Y,170.0,170.0,pg/g,170.0,Yes,N,U,,,,,170.0,pg/g,,,,pg/g,TRG,-74.1329218558,40.8188719823,,,,,,-74.1329218558,40.8188719823,,,,Y,
22,NJD980528996,PRSS-01,,,,SERAS-267-0038,SERAS-267-0038,2015-09-29,N,,,,,,SE,,,,2015 ERT RM10.9 Suface Sediment Sampling,,,,LB,UNKNOWN,SE,DRY,LMSERAS,EPA METHOD 1668A,2015-10-02,,T,INITIAL,,,,Unknown,,1,,,661980,32598-13-3,"Tetrachlorobiphenyl; 3,3',4,4'- (PCB 77)",Y,3700.0,3700.0,pg/g,170.0,Yes,Y,,,,,,170.0,pg/g,,3700.0,3700.0,pg/g,TRG,-74.1329218558,40.8188719823,,,,,,-74.1329218558,40.8188719823,,,,Y,
23,NJD980528996,PRSS-01,,,,SERAS-267-0038,SERAS-267-0038,2015-09-29,N,,,,,,SE,,,,2015 ERT RM10.9 Suface Sediment Sampling,,,,LB,UNKNOWN,SE,DRY,LMSERAS,EPA METHOD 1668A,2015-10-02,,T,INITIAL,,,,Unknown,,1,,,661980,32598-14-4,"Pentachlorobiphenyl; 2,3,3',4,4'- (PCB 105)",Y,9800.0,9800.0,pg/g,590.0,Yes,Y,,,,,,590.0,pg/g,,9800.0,9800.0,pg/g,TRG,-74.1329218558,40.8188719823,,,,,,-74.1329218558,40.8188719823,,,,Y,
24,NJD980528996,PRSS-01,,,,SERAS-267-0038,SERAS-267-0038,2015-09-29,N,,,,,,SE,,,,2015 ERT RM10.9 Suface Sediment Sampling,,,,LB,UNKNOWN,SE,DRY,LMSERAS,EPA METHOD 1668A,2015-10-02,,T,INITIAL,,,,Unknown,,1,,,661980,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",Y,27.0,27.0,pg/g,27.0,Yes,N,U,,,,,27.0,pg/g,,,,pg/g,TRG,-74.1329218558,40.8188719823,,,,,,-74.1329218558,40.8188719823,,,,Y,
25,NJD980528996,PRSS-01,,,,SERAS-267-0038,SERAS-267-0038,2015-09-29,N,,,,,,SE,,,,2015 ERT RM10.9 Suface Sediment Sampling,,,,LB,UNKNOWN,SE,DRY,LMSERAS,EPA METHOD 1668A,2015-10-02,,T,INITIAL,,,,Unknown,,1,,,661980,33025-41-1,"Tetrachlorobiphenyl; 2,3,4,4'- (PCB 60)",Y,3400.0,3400.0,pg/g,150.0,Yes,Y,,,,,,150.0,pg/g,,3400.0,3400.0,pg/g,TRG,-74.1329218558,40.8188719823,,,,,,-74.1329218558,40.8188719823,,,,Y,
26,NJD980528996,PRSS-01,,,,SERAS-267-0038,SERAS-267-0038,2015-09-29,N,,,,,,SE,,,,2015 ERT RM10.9 Suface Sediment Sampling,,,,LB,UNKNOWN,SE,DRY,LMSERAS,EPA METHOD 1668A,2015-10-02,,T,INITIAL,,,,Unknown,,1,,,661980,33091-17-7,"Octachlorobiphenyl; 2,2',3,3',4,4',6,6'- (PCB 197)",Y,150.0,150.0,pg/g,57.0,Yes,Y,,,,,,57.0,pg/g,,150.0,150.0,pg/g,TRG,-74.1329218558,40.8188719823,,,,,,-74.1329218558,40.8188719823,,,,Y,
27,NJD980528996,PRSS-01,,,,SERAS-267-0038,SERAS-267-0038,2015-09-29,N,,,,,,SE,,,,2015 ERT RM10.9 Suface Sediment Sampling,,,,LB,UNKNOWN,SE,DRY,LMSERAS,EPA METHOD 1668A,2015-10-02,,T,INITIAL,,,,Unknown,,1,,,661980,33146-45-1,"Dichlorobiphenyl; 2,6- (PCB 10)",Y,190.0,190.0,pg/g,57.0,Yes,Y,,,,,,57.0,pg/g,,190.0,190.0,pg/g,TRG,-74.1329218558,40.8188719823,,,,,,-74.1329218558,40.8188719823,,,,Y,
28,NJD980528996,PRSS-01,,,,SERAS-267-0038,SERAS-267-0038,2015-09-29,N,,,,,,SE,,,,2015 ERT RM10.9 Suface Sediment Sampling,,,,LB,UNKNOWN,SE,DRY,LMSERAS,EPA METHOD 1668A,2015-10-02,,T,INITIAL,,,,Unknown,,1,,,661980,33284-50-3,"Dichlorobiphenyl; 2,4- (PCB 7)",Y,110.0,110.0,pg/g,62.0,Yes,Y,,,,,,62.0,pg/g,,110.0,110.0,pg/g,TRG,-74.1329218558,40.8188719823,,,,,,-74.1329218558,40.8188719823,,,,Y,
29,NJD980528996,PRSS-01,,,,SERAS-267-0038,SERAS-267-0038,2015-09-29,N,,,,,,SE,,,,2015 ERT RM10.9 Suface Sediment Sampling,,,,LB,UNKNOWN,SE,DRY,LMSERAS,EPA METHOD 1668A,2015-10-02,,T,INITIAL,,,,Unknown,,1,,,661980,33284-52-5,"Tetrachlorobiphenyl; 3,3',5,5'- (PCB 80)",Y,140.0,140.0,pg/g,140.0,Yes,N,U,,,,,140.0,pg/g,,,,pg/g,TRG,-74.1329218558,40.8188719823,,,,,,-74.1329218558,40.8188719823,,,,Y,
30,NJD980528996,PRSS-01,,,,SERAS-267-0038,SERAS-267-0038,2015-09-29,N,,,,,,SE,,,,2015 ERT RM10.9 Suface Sediment Sampling,,,,LB,UNKNOWN,SE,DRY,LMSERAS,EPA METHOD 1668A,2015-10-02,,T,INITIAL,,,,Unknown,,1,,,661980,33979-03-2,"Hexachlorobiphenyl; 2,2',4,4',6,6'- (PCB 155)",Y,260.0,260.0,pg/g,140.0,Yes,Y,,,,,,140.0,pg/g,,260.0,260.0,pg/g,TRG,-74.1329218558,40.8188719823,,,,,,-74.1329218558,40.8188719823,,,,Y,
31,NJD980528996,PRSS-01,,,,SERAS-267-0038,SERAS-267-0038,2015-09-29,N,,,,,,SE,,,,2015 ERT RM10.9 Suface Sediment Sampling,,,,LB,UNKNOWN,SE,DRY,LMSERAS,EPA METHOD 1668A,2015-10-02,,T,INITIAL,,,,Unknown,,1,,,661980,34883-39-1,"Dichlorobiphenyl; 2,5- (PCB 9)",Y,220.0,220.0,pg/g,75.0,Yes,Y,,,,,,75.0,pg/g,,220.0,220.0,pg/g,TRG,-74.1329218558,40.8188719823,,,,,,-74.1329218558,40.8188719823,,,,Y,
32,NJD980528996,PRSS-01,,,,SERAS-267-0038,SERAS-267-0038,2015-09-29,N,,,,,,SE,,,,2015 ERT RM10.9 Suface Sediment Sampling,,,,LB,UNKNOWN,SE,DRY,LMSERAS,EPA METHOD 1668A,2015-10-02,,T,INITIAL,,,,Unknown,,1,,,661980,34883-41-5,"Dichlorobiphenyl; 3,5- (PCB 14)",Y,59.0,59.0,pg/g,59.0,Yes,N,U,,,,,59.0,pg/g,,,,pg/g,TRG,-74.1329218558,40.8188719823,,,,,,-74.1329218558,40.8188719823,,,,Y,
33,NJD980528996,PRSS-01,,,,SERAS-267-0038,SERAS-267-0038,2015-09-29,N,,,,,,SE,,,,2015 ERT RM10.9 Suface Sediment Sampling,,,,LB,UNKNOWN,SE,DRY,LMSERAS,EPA METHOD 1668A,2015-10-02,,T,INITIAL,,,,Unknown,,1,,,661980,34883-43-7,"Dichlorobiphenyl; 2,4'- (PCB 8)",Y,3700.0,3700.0,pg/g,59.0,Yes,Y,,,,,,59.0,pg/g,,3700.0,3700.0,pg/g,TRG,-74.1329218558,40.8188719823,,,,,,-74.1329218558,40.8188719823,,,,Y,
34,NJD980528996,PRSS-01,,,,SERAS-267-0038,SERAS-267-0038,2015-09-29,N,,,,,,SE,,,,2015 ERT RM10.9 Suface Sediment Sampling,,,,LB,UNKNOWN,SE,DRY,LMSERAS,EPA METHOD 1668A,2015-10-02,,T,INITIAL,,,,Unknown,,1,,,661980,35065-30-6,"Heptachlorobiphenyl; 2,2',3,3',4,4',5- (PCB 170)",Y,8100.0,8100.0,pg/g,570.0,Yes,Y,,,,,,570.0,pg/g,,8100.0,8100.0,pg/g,TRG,-74.1329218558,40.8188719823,,,,,,-74.1329218558,40.8188719823,,,,Y,
35,NJD980528996,PRSS-01,,,,SERAS-267-0038,SERAS-267-0038,2015-09-29,N,,,,,,SE,,,,2015 ERT RM10.9 Suface Sediment Sampling,,,,LB,UNKNOWN,SE,DRY,LMSERAS,EPA METHOD 1668A,2015-10-02,,T,INITIAL,,,,Unknown,,1,,,661980,35693-99-3,"Tetrachlorobiphenyl; 2,2',5,5'- (PCB 52)",Y,26000.0,26000.0,pg/g,570.0,Yes,Y,,,,,,570.0,pg/g,,26000.0,26000.0,pg/g,TRG,-74.1329218558,40.8188719823,,,,,,-74.1329218558,40.8188719823,,,,Y,
36,NJD980528996,PRSS-01,,,,SERAS-267-0038,SERAS-267-0038,2015-09-29,N,,,,,,SE,,,,2015 ERT RM10.9 Suface Sediment Sampling,,,,LB,UNKNOWN,SE,DRY,LMSERAS,EPA METHOD 1668A,2015-10-02,,T,INITIAL,,,,Unknown,,1,,,661980,35694-04-3,"Hexachlorobiphenyl; 2,2',3,3',5,5'- (PCB 133)",Y,420.0,420.0,pg/g,220.0,Yes,Y,,,,,,220.0,pg/g,,420.0,420.0,pg/g,TRG,-74.1329218558,40.8188719823,,,,,,-74.1329218558,40.8188719823,,,,Y,
37,NJD980528996,PRSS-01,,,,SERAS-267-0038,SERAS-267-0038,2015-09-29,N,,,,,,SE,,,,2015 ERT RM10.9 Suface Sediment Sampling,,,,LB,UNKNOWN,SE,DRY,LMSERAS,EPA METHOD 1668A,2015-10-02,,T,INITIAL,,,,Unknown,,1,,,661980,35694-06-5,"Hexachlorobiphenyl; 2,2',3,4,4',5- (PCB 137)",Y,1300.0,1300.0,pg/g,220.0,Yes,Y,,,,,,220.0,pg/g,,1300.0,1300.0,pg/g,TRG,-74.1329218558,40.8188719823,,,,,,-74.1329218558,40.8188719823,,,,Y,
38,NJD980528996,PRSS-01,,,,SERAS-267-0038,SERAS-267-0038,2015-09-29,N,,,,,,SE,,,,2015 ERT RM10.9 Suface Sediment Sampling,,,,LB,UNKNOWN,SE,DRY,LMSERAS,EPA METHOD 1668A,2015-10-02,,T,INITIAL,,,,Unknown,,1,,,661980,35694-08-7,"Octachlorobiphenyl; 2,2',3,3',4,4',5,5'- (PCB 194)",Y,5900.0,5900.0,pg/g,570.0,Yes,Y,,,,,,570.0,pg/g,,5900.0,5900.0,pg/g,TRG,-74.1329218558,40.8188719823,,,,,,-74.1329218558,40.8188719823,,,,Y,
39,NJD980528996,PRSS-01,,,,SERAS-267-0038,SERAS-267-0038,2015-09-29,N,,,,,,SE,,,,2015 ERT RM10.9 Suface Sediment Sampling,,,,LB,UNKNOWN,SE,DRY,LMSERAS,EPA METHOD 1668A,2015-10-02,,T,INITIAL,,,,Unknown,,1,,,661980,36559-22-5,"Tetrachlorobiphenyl; 2,2',3,4'- (PCB 42)",Y,5800.0,5800.0,pg/g,570.0,Yes,Y,,,,,,570.0,pg/g,,5800.0,5800.0,pg/g,TRG,-74.1329218558,40.8188719823,,,,,,-74.1329218558,40.8188719823,,,,Y,
40,NJD980528996,PRSS-01,,,,SERAS-267-0038,SERAS-267-0038,2015-09-29,N,,,,,,SE,,,,2015 ERT RM10.9 Suface Sediment Sampling,,,,LB,UNKNOWN,SE,DRY,LMSERAS,EPA METHOD 1668A,2015-10-02,,T,INITIAL,,,,Unknown,,1,,,661980,37680-66-3,"Trichlorobiphenyl; 2,2',4- (PCB 17)",Y,5100.0,5100.0,pg/g,57.0,Yes,Y,,,,,,57.0,pg/g,,5100.0,5100.0,pg/g,TRG,-74.1329218558,40.8188719823,,,,,,-74.1329218558,40.8188719823,,,,Y,
41,NJD980528996,PRSS-01,,,,SERAS-267-0038,SERAS-267-0038,2015-09-29,N,,,,,,SE,,,,2015 ERT RM10.9 Suface Sediment Sampling,,,,LB,UNKNOWN,SE,DRY,LMSERAS,EPA METHOD 1668A,2015-10-02,,T,INITIAL,,,,Unknown,,1,,,661980,37680-68-5,"Trichlorobiphenyl; 2',3,5- (PCB 34)",Y,290.0,290.0,pg/g,290.0,Yes,N,U,,,,,290.0,pg/g,,,,pg/g,TRG,-74.1329218558,40.8188719823,,,,,,-74.1329218558,40.8188719823,,,,Y,
42,NJD980528996,PRSS-01,,,,SERAS-267-0038,SERAS-267-0038,2015-09-29,N,,,,,,SE,,,,2015 ERT RM10.9 Suface Sediment Sampling,,,,LB,UNKNOWN,SE,DRY,LMSERAS,EPA METHOD 1668A,2015-10-02,,T,INITIAL,,,,Unknown,,1,,,661980,37680-69-6,"Trichlorobiphenyl; 3,3',4- (PCB 35)",Y,1100.0,1100.0,pg/g,290.0,Yes,Y,,,,,,290.0,pg/g,,1100.0,1100.0,pg/g,TRG,-74.1329218558,40.8188719823,,,,,,-74.1329218558,40.8188719823,,,,Y,
43,NJD980528996,PRSS-01,,,,SERAS-267-0038,SERAS-267-0038,2015-09-29,N,,,,,,SE,,,,2015 ERT RM10.9 Suface Sediment Sampling,,,,LB,UNKNOWN,SE,DRY,LMSERAS,EPA METHOD 1668A,2015-10-02,,T,INITIAL,,,,Unknown,,1,,,661980,38379-99-6,"Pentachlorobiphenyl; 2,2',3,5',6- (PCB 95)",Y,18000.0,18000.0,pg/g,630.0,Yes,Y,,,,,,630.0,pg/g,,18000.0,18000.0,pg/g,TRG,-74.1329218558,40.8188719823,,,,,,-74.1329218558,40.8188719823,,,,Y,
44,NJD980528996,PRSS-01,,,,SERAS-267-0038,SERAS-267-0038,2015-09-29,N,,,,,,SE,,,,2015 ERT RM10.9 Suface Sediment Sampling,,,,LB,UNKNOWN,SE,DRY,LMSERAS,EPA METHOD 1668A,2015-10-02,,T,INITIAL,,,,Unknown,,1,,,661980,38380-01-7,"Pentachlorobiphenyl; 2,2',4,4',5- (PCB 99)",Y,13000.0,13000.0,pg/g,570.0,Yes,Y,,,,,,570.0,pg/g,,13000.0,13000.0,pg/g,TRG,-74.1329218558,40.8188719823,,,,,,-74.1329218558,40.8188719823,,,,Y,
