,facility_code,sys_loc_code,loc_name,loc_group,loc_report_order,sys_sample_code,sample_name,sample_date,sample_type_code,sample_method,start_depth,end_depth,depth_unit,medium_code,matrix_code,species_code,tissue_type,geologic_unit_code,task_code,task_desc,field_sdg,parent_sample_code,analysis_location,lab_sample_id,lab_matrix_code,basis,lab_name_code,analytic_method,analysis_date,column_number,fraction,test_type,prep_method,leachate_method,leachate_date,lab_sdg,percent_moisture,dilution_factor,method_analyte_group,report_order,test_id,cas_rn,chemical_name,organic_yn,report_result_text,report_result_value,report_result_unit,report_result_limit,reportable_result,detect_flag,interpreted_qualifiers,validator_qualifiers,lab_qualifiers,quantitation_limit,method_detection_limit,reporting_detection_limit,detection_limit_unit,approval_code,result_text,result_numeric,result_unit,result_type_code,x_coord,y_coord,stream_mile,stream_code,z_coord_avg,zfrom,zto,longitude,latitude,sample_remark,test_remark,result_remark,validated_yn,validation_level
10,NJD980528996,10B-E01-C101,1.01,,,10B-E01-C101-25.82-FRES,10B-E01-C101-25.82-FRES,2010-03-16 10:34:00,N,,25.82,25.82,ft,,WS,,,,2010 CPG LPR-NB PWCM Field Measurements,10B - 2010 High-Flow Event PWCM Sample Field Measurements,,,FI,,,,,FIELD MEASURE,2010-03-16 10:34:00,,N,INITIAL,,,,,,,,,54786,TEMP,Temperature,,5.91,5.91,deg c,,Yes,Y,,,,,,,,,5.91,5.91,deg c,TRG,-74.1289162588,40.6846588328,3.24309,NB,-25.82,-25.82,-25.82,-74.128916258796,40.684658832762,,,,,
11,NJD980528996,10B-E01-C101,1.01,,,10B-E01-C101-25.82-FRES,10B-E01-C101-25.82-FRES,2010-03-16 10:34:00,N,,25.82,25.82,ft,,WS,,,,2010 CPG LPR-NB PWCM Field Measurements,10B - 2010 High-Flow Event PWCM Sample Field Measurements,,,FI,,,,,FIELD MEASURE,2010-03-16 10:34:00,,N,INITIAL,,,,,,,,,54786,TURB,Turbidity,,24.89,24.89,ntu,,Yes,Y,,,,,,,,,24.89,24.89,ntu,TRG,-74.1289162588,40.6846588328,3.24309,NB,-25.82,-25.82,-25.82,-74.128916258796,40.684658832762,,,,N,
12,NJD980528996,10B-E01-C101,1.01,,,10B-E01-C101-26.67-FRES,10B-E01-C101-26.67-FRES,2010-03-16 10:34:00,N,,26.67,26.67,ft,,WS,,,,2010 CPG LPR-NB PWCM Field Measurements,10B - 2010 High-Flow Event PWCM Sample Field Measurements,,,FI,,,,,FIELD MEASURE,2010-03-16 10:34:00,,N,INITIAL,,,,,,,,,54787,OBS,OBS,,0.237,0.237,volts,,Yes,Y,,,,,,,,,0.237,0.237,volts,TRG,-74.1289162588,40.6846588328,3.24309,NB,-26.67,-26.67,-26.67,-74.128916258796,40.684658832762,,,,,
13,NJD980528996,10B-E01-C101,1.01,,,10B-E01-C101-26.67-FRES,10B-E01-C101-26.67-FRES,2010-03-16 10:34:00,N,,26.67,26.67,ft,,WS,,,,2010 CPG LPR-NB PWCM Field Measurements,10B - 2010 High-Flow Event PWCM Sample Field Measurements,,,FI,,,,,FIELD MEASURE,2010-03-16 10:34:00,,N,INITIAL,,,,,,,,,54787,SAL,Salinity,,12.97,12.97,PSU,,Yes,Y,,,,,,,,,12.97,12.97,PSU,TRG,-74.1289162588,40.6846588328,3.24309,NB,-26.67,-26.67,-26.67,-74.128916258796,40.684658832762,,,,,
14,NJD980528996,10B-E01-C101,1.01,,,10B-E01-C101-26.67-FRES,10B-E01-C101-26.67-FRES,2010-03-16 10:34:00,N,,26.67,26.67,ft,,WS,,,,2010 CPG LPR-NB PWCM Field Measurements,10B - 2010 High-Flow Event PWCM Sample Field Measurements,,,FI,,,,,FIELD MEASURE,2010-03-16 10:34:00,,N,INITIAL,,,,,,,,,54787,TEMP,Temperature,,5.89,5.89,deg c,,Yes,Y,,,,,,,,,5.89,5.89,deg c,TRG,-74.1289162588,40.6846588328,3.24309,NB,-26.67,-26.67,-26.67,-74.128916258796,40.684658832762,,,,,
15,NJD980528996,10B-E01-C101,1.01,,,10B-E01-C101-26.67-FRES,10B-E01-C101-26.67-FRES,2010-03-16 10:34:00,N,,26.67,26.67,ft,,WS,,,,2010 CPG LPR-NB PWCM Field Measurements,10B - 2010 High-Flow Event PWCM Sample Field Measurements,,,FI,,,,,FIELD MEASURE,2010-03-16 10:34:00,,N,INITIAL,,,,,,,,,54787,TURB,Turbidity,,23.7,23.7,ntu,,Yes,Y,,,,,,,,,23.7,23.7,ntu,TRG,-74.1289162588,40.6846588328,3.24309,NB,-26.67,-26.67,-26.67,-74.128916258796,40.684658832762,,,,N,
16,NJD980528996,10B-E01-C103,1.03,,,10B-E01-C103-32.15-FRES,10B-E01-C103-32.15-FRES,2010-03-16 10:53:00,N,,32.15,32.15,ft,,WS,,,,2010 CPG LPR-NB PWCM Field Measurements,10B - 2010 High-Flow Event PWCM Sample Field Measurements,,,FI,,,,,FIELD MEASURE,2010-03-16 10:53:00,,N,INITIAL,,,,,,,,,54897,SAL,Salinity,,14.57,14.57,PSU,,Yes,Y,,,,,,,,,14.57,14.57,PSU,TRG,-74.1195655148,40.6986911936,4.34084,NB,-32.15,-32.15,-32.15,-74.11956551484,40.69869119361,,,,,
17,NJD980528996,10B-E01-C103,1.03,,,10B-E01-C103-32.15-FRES,10B-E01-C103-32.15-FRES,2010-03-16 10:53:00,N,,32.15,32.15,ft,,WS,,,,2010 CPG LPR-NB PWCM Field Measurements,10B - 2010 High-Flow Event PWCM Sample Field Measurements,,,FI,,,,,FIELD MEASURE,2010-03-16 10:53:00,,N,INITIAL,,,,,,,,,54897,TEMP,Temperature,,5.92,5.92,deg c,,Yes,Y,,,,,,,,,5.92,5.92,deg c,TRG,-74.1195655148,40.6986911936,4.34084,NB,-32.15,-32.15,-32.15,-74.11956551484,40.69869119361,,,,,
18,NJD980528996,10B-E01-C103,1.03,,,10B-E01-C103-32.15-FRES,10B-E01-C103-32.15-FRES,2010-03-16 10:53:00,N,,32.15,32.15,ft,,WS,,,,2010 CPG LPR-NB PWCM Field Measurements,10B - 2010 High-Flow Event PWCM Sample Field Measurements,,,FI,,,,,FIELD MEASURE,2010-03-16 10:53:00,,N,INITIAL,,,,,,,,,54897,TURB,Turbidity,,19.86,19.86,ntu,,Yes,Y,,,,,,,,,19.86,19.86,ntu,TRG,-74.1195655148,40.6986911936,4.34084,NB,-32.15,-32.15,-32.15,-74.11956551484,40.69869119361,,,,N,
19,NJD980528996,10B-E01-C103,1.03,,,10B-E01-C103-32.91-FRES,10B-E01-C103-32.91-FRES,2010-03-16 10:53:00,N,,32.91,32.91,ft,,WS,,,,2010 CPG LPR-NB PWCM Field Measurements,10B - 2010 High-Flow Event PWCM Sample Field Measurements,,,FI,,,,,FIELD MEASURE,2010-03-16 10:53:00,,N,INITIAL,,,,,,,,,54898,OBS,OBS,,0.198,0.198,volts,,Yes,Y,,,,,,,,,0.198,0.198,volts,TRG,-74.1195655148,40.6986911936,4.34084,NB,-32.91,-32.91,-32.91,-74.11956551484,40.69869119361,,,,,
20,NJD980528996,10B-E01-C103,1.03,,,10B-E01-C103-32.91-FRES,10B-E01-C103-32.91-FRES,2010-03-16 10:53:00,N,,32.91,32.91,ft,,WS,,,,2010 CPG LPR-NB PWCM Field Measurements,10B - 2010 High-Flow Event PWCM Sample Field Measurements,,,FI,,,,,FIELD MEASURE,2010-03-16 10:53:00,,N,INITIAL,,,,,,,,,54898,SAL,Salinity,,14.65,14.65,PSU,,Yes,Y,,,,,,,,,14.65,14.65,PSU,TRG,-74.1195655148,40.6986911936,4.34084,NB,-32.91,-32.91,-32.91,-74.11956551484,40.69869119361,,,,,
21,NJD980528996,10B-E01-C103,1.03,,,10B-E01-C103-32.91-FRES,10B-E01-C103-32.91-FRES,2010-03-16 10:53:00,N,,32.91,32.91,ft,,WS,,,,2010 CPG LPR-NB PWCM Field Measurements,10B - 2010 High-Flow Event PWCM Sample Field Measurements,,,FI,,,,,FIELD MEASURE,2010-03-16 10:53:00,,N,INITIAL,,,,,,,,,54898,TEMP,Temperature,,5.92,5.92,deg c,,Yes,Y,,,,,,,,,5.92,5.92,deg c,TRG,-74.1195655148,40.6986911936,4.34084,NB,-32.91,-32.91,-32.91,-74.11956551484,40.69869119361,,,,,
22,NJD980528996,10B-E01-C103,1.03,,,10B-E01-C103-32.91-FRES,10B-E01-C103-32.91-FRES,2010-03-16 10:53:00,N,,32.91,32.91,ft,,WS,,,,2010 CPG LPR-NB PWCM Field Measurements,10B - 2010 High-Flow Event PWCM Sample Field Measurements,,,FI,,,,,FIELD MEASURE,2010-03-16 10:53:00,,N,INITIAL,,,,,,,,,54898,TURB,Turbidity,,19.78,19.78,ntu,,Yes,Y,,,,,,,,,19.78,19.78,ntu,TRG,-74.1195655148,40.6986911936,4.34084,NB,-32.91,-32.91,-32.91,-74.11956551484,40.69869119361,,,,N,
23,NJD980528996,10B-E01-C103,1.03,,,10B-E01-C103-33.66-FRES,10B-E01-C103-33.66-FRES,2010-03-16 10:53:00,N,,33.66,33.66,ft,,WS,,,,2010 CPG LPR-NB PWCM Field Measurements,10B - 2010 High-Flow Event PWCM Sample Field Measurements,,,FI,,,,,FIELD MEASURE,2010-03-16 10:53:00,,N,INITIAL,,,,,,,,,54899,OBS,OBS,,0.198,0.198,volts,,Yes,Y,,,,,,,,,0.198,0.198,volts,TRG,-74.1195655148,40.6986911936,4.34084,NB,-33.66,-33.66,-33.66,-74.11956551484,40.69869119361,,,,,
24,NJD980528996,10B-E01-C103,1.03,,,10B-E01-C103-33.66-FRES,10B-E01-C103-33.66-FRES,2010-03-16 10:53:00,N,,33.66,33.66,ft,,WS,,,,2010 CPG LPR-NB PWCM Field Measurements,10B - 2010 High-Flow Event PWCM Sample Field Measurements,,,FI,,,,,FIELD MEASURE,2010-03-16 10:53:00,,N,INITIAL,,,,,,,,,54899,SAL,Salinity,,14.76,14.76,PSU,,Yes,Y,,,,,,,,,14.76,14.76,PSU,TRG,-74.1195655148,40.6986911936,4.34084,NB,-33.66,-33.66,-33.66,-74.11956551484,40.69869119361,,,,,
25,NJD980528996,10B-E01-C103,1.03,,,10B-E01-C103-33.66-FRES,10B-E01-C103-33.66-FRES,2010-03-16 10:53:00,N,,33.66,33.66,ft,,WS,,,,2010 CPG LPR-NB PWCM Field Measurements,10B - 2010 High-Flow Event PWCM Sample Field Measurements,,,FI,,,,,FIELD MEASURE,2010-03-16 10:53:00,,N,INITIAL,,,,,,,,,54899,TEMP,Temperature,,5.91,5.91,deg c,,Yes,Y,,,,,,,,,5.91,5.91,deg c,TRG,-74.1195655148,40.6986911936,4.34084,NB,-33.66,-33.66,-33.66,-74.11956551484,40.69869119361,,,,,
26,NJD980528996,10B-E01-C103,1.03,,,10B-E01-C103-33.66-FRES,10B-E01-C103-33.66-FRES,2010-03-16 10:53:00,N,,33.66,33.66,ft,,WS,,,,2010 CPG LPR-NB PWCM Field Measurements,10B - 2010 High-Flow Event PWCM Sample Field Measurements,,,FI,,,,,FIELD MEASURE,2010-03-16 10:53:00,,N,INITIAL,,,,,,,,,54899,TURB,Turbidity,,19.77,19.77,ntu,,Yes,Y,,,,,,,,,19.77,19.77,ntu,TRG,-74.1195655148,40.6986911936,4.34084,NB,-33.66,-33.66,-33.66,-74.11956551484,40.69869119361,,,,N,
27,NJD980528996,10B-E01-C103,1.03,,,10B-E01-C103-34.38-FRES,10B-E01-C103-34.38-FRES,2010-03-16 10:53:00,N,,34.38,34.38,ft,,WS,,,,2010 CPG LPR-NB PWCM Field Measurements,10B - 2010 High-Flow Event PWCM Sample Field Measurements,,,FI,,,,,FIELD MEASURE,2010-03-16 10:53:00,,N,INITIAL,,,,,,,,,54900,OBS,OBS,,0.202,0.202,volts,,Yes,Y,,,,,,,,,0.202,0.202,volts,TRG,-74.1195655148,40.6986911936,4.34084,NB,-34.38,-34.38,-34.38,-74.11956551484,40.69869119361,,,,,
28,NJD980528996,10B-E01-C103,1.03,,,10B-E01-C103-34.38-FRES,10B-E01-C103-34.38-FRES,2010-03-16 10:53:00,N,,34.38,34.38,ft,,WS,,,,2010 CPG LPR-NB PWCM Field Measurements,10B - 2010 High-Flow Event PWCM Sample Field Measurements,,,FI,,,,,FIELD MEASURE,2010-03-16 10:53:00,,N,INITIAL,,,,,,,,,54900,SAL,Salinity,,14.85,14.85,PSU,,Yes,Y,,,,,,,,,14.85,14.85,PSU,TRG,-74.1195655148,40.6986911936,4.34084,NB,-34.38,-34.38,-34.38,-74.11956551484,40.69869119361,,,,,
29,NJD980528996,10B-E01-C103,1.03,,,10B-E01-C103-34.38-FRES,10B-E01-C103-34.38-FRES,2010-03-16 10:53:00,N,,34.38,34.38,ft,,WS,,,,2010 CPG LPR-NB PWCM Field Measurements,10B - 2010 High-Flow Event PWCM Sample Field Measurements,,,FI,,,,,FIELD MEASURE,2010-03-16 10:53:00,,N,INITIAL,,,,,,,,,54900,TEMP,Temperature,,5.9,5.9,deg c,,Yes,Y,,,,,,,,,5.9,5.9,deg c,TRG,-74.1195655148,40.6986911936,4.34084,NB,-34.38,-34.38,-34.38,-74.11956551484,40.69869119361,,,,,
30,NJD980528996,10B-E01-C103,1.03,,,10B-E01-C103-34.38-FRES,10B-E01-C103-34.38-FRES,2010-03-16 10:53:00,N,,34.38,34.38,ft,,WS,,,,2010 CPG LPR-NB PWCM Field Measurements,10B - 2010 High-Flow Event PWCM Sample Field Measurements,,,FI,,,,,FIELD MEASURE,2010-03-16 10:53:00,,N,INITIAL,,,,,,,,,54900,TURB,Turbidity,,20.16,20.16,ntu,,Yes,Y,,,,,,,,,20.16,20.16,ntu,TRG,-74.1195655148,40.6986911936,4.34084,NB,-34.38,-34.38,-34.38,-74.11956551484,40.69869119361,,,,N,
31,NJD980528996,10B-E01-C103,1.03,,,10B-E01-C103-35.14-FRES,10B-E01-C103-35.14-FRES,2010-03-16 10:53:00,N,,35.14,35.14,ft,,WS,,,,2010 CPG LPR-NB PWCM Field Measurements,10B - 2010 High-Flow Event PWCM Sample Field Measurements,,,FI,,,,,FIELD MEASURE,2010-03-16 10:53:00,,N,INITIAL,,,,,,,,,54901,OBS,OBS,,0.205,0.205,volts,,Yes,Y,,,,,,,,,0.205,0.205,volts,TRG,-74.1195655148,40.6986911936,4.34084,NB,-35.14,-35.14,-35.14,-74.11956551484,40.69869119361,,,,,
32,NJD980528996,10B-E01-C103,1.03,,,10B-E01-C103-35.14-FRES,10B-E01-C103-35.14-FRES,2010-03-16 10:53:00,N,,35.14,35.14,ft,,WS,,,,2010 CPG LPR-NB PWCM Field Measurements,10B - 2010 High-Flow Event PWCM Sample Field Measurements,,,FI,,,,,FIELD MEASURE,2010-03-16 10:53:00,,N,INITIAL,,,,,,,,,54901,SAL,Salinity,,14.91,14.91,PSU,,Yes,Y,,,,,,,,,14.91,14.91,PSU,TRG,-74.1195655148,40.6986911936,4.34084,NB,-35.14,-35.14,-35.14,-74.11956551484,40.69869119361,,,,,
33,NJD980528996,10B-E01-C103,1.03,,,10B-E01-C103-35.14-FRES,10B-E01-C103-35.14-FRES,2010-03-16 10:53:00,N,,35.14,35.14,ft,,WS,,,,2010 CPG LPR-NB PWCM Field Measurements,10B - 2010 High-Flow Event PWCM Sample Field Measurements,,,FI,,,,,FIELD MEASURE,2010-03-16 10:53:00,,N,INITIAL,,,,,,,,,54901,TEMP,Temperature,,5.9,5.9,deg c,,Yes,Y,,,,,,,,,5.9,5.9,deg c,TRG,-74.1195655148,40.6986911936,4.34084,NB,-35.14,-35.14,-35.14,-74.11956551484,40.69869119361,,,,,
34,NJD980528996,10B-E01-C103,1.03,,,10B-E01-C103-35.14-FRES,10B-E01-C103-35.14-FRES,2010-03-16 10:53:00,N,,35.14,35.14,ft,,WS,,,,2010 CPG LPR-NB PWCM Field Measurements,10B - 2010 High-Flow Event PWCM Sample Field Measurements,,,FI,,,,,FIELD MEASURE,2010-03-16 10:53:00,,N,INITIAL,,,,,,,,,54901,TURB,Turbidity,,20.51,20.51,ntu,,Yes,Y,,,,,,,,,20.51,20.51,ntu,TRG,-74.1195655148,40.6986911936,4.34084,NB,-35.14,-35.14,-35.14,-74.11956551484,40.69869119361,,,,N,
35,NJD980528996,10B-E01-C103,1.03,,,10B-E01-C103-35.89-FRES,10B-E01-C103-35.89-FRES,2010-03-16 10:53:00,N,,35.89,35.89,ft,,WS,,,,2010 CPG LPR-NB PWCM Field Measurements,10B - 2010 High-Flow Event PWCM Sample Field Measurements,,,FI,,,,,FIELD MEASURE,2010-03-16 10:53:00,,N,INITIAL,,,,,,,,,54902,OBS,OBS,,0.202,0.202,volts,,Yes,Y,,,,,,,,,0.202,0.202,volts,TRG,-74.1195655148,40.6986911936,4.34084,NB,-35.89,-35.89,-35.89,-74.11956551484,40.69869119361,,,,,
36,NJD980528996,10B-E01-C103,1.03,,,10B-E01-C103-35.89-FRES,10B-E01-C103-35.89-FRES,2010-03-16 10:53:00,N,,35.89,35.89,ft,,WS,,,,2010 CPG LPR-NB PWCM Field Measurements,10B - 2010 High-Flow Event PWCM Sample Field Measurements,,,FI,,,,,FIELD MEASURE,2010-03-16 10:53:00,,N,INITIAL,,,,,,,,,54902,SAL,Salinity,,14.93,14.93,PSU,,Yes,Y,,,,,,,,,14.93,14.93,PSU,TRG,-74.1195655148,40.6986911936,4.34084,NB,-35.89,-35.89,-35.89,-74.11956551484,40.69869119361,,,,,
37,NJD980528996,10B-E01-C103,1.03,,,10B-E01-C103-35.89-FRES,10B-E01-C103-35.89-FRES,2010-03-16 10:53:00,N,,35.89,35.89,ft,,WS,,,,2010 CPG LPR-NB PWCM Field Measurements,10B - 2010 High-Flow Event PWCM Sample Field Measurements,,,FI,,,,,FIELD MEASURE,2010-03-16 10:53:00,,N,INITIAL,,,,,,,,,54902,TEMP,Temperature,,5.89,5.89,deg c,,Yes,Y,,,,,,,,,5.89,5.89,deg c,TRG,-74.1195655148,40.6986911936,4.34084,NB,-35.89,-35.89,-35.89,-74.11956551484,40.69869119361,,,,,
38,NJD980528996,10B-E01-C103,1.03,,,10B-E01-C103-35.89-FRES,10B-E01-C103-35.89-FRES,2010-03-16 10:53:00,N,,35.89,35.89,ft,,WS,,,,2010 CPG LPR-NB PWCM Field Measurements,10B - 2010 High-Flow Event PWCM Sample Field Measurements,,,FI,,,,,FIELD MEASURE,2010-03-16 10:53:00,,N,INITIAL,,,,,,,,,54902,TURB,Turbidity,,20.17,20.17,ntu,,Yes,Y,,,,,,,,,20.17,20.17,ntu,TRG,-74.1195655148,40.6986911936,4.34084,NB,-35.89,-35.89,-35.89,-74.11956551484,40.69869119361,,,,N,
39,NJD980528996,10B-E01-C103,1.03,,,10B-E01-C103-36.61-FRES,10B-E01-C103-36.61-FRES,2010-03-16 10:53:00,N,,36.61,36.61,ft,,WS,,,,2010 CPG LPR-NB PWCM Field Measurements,10B - 2010 High-Flow Event PWCM Sample Field Measurements,,,FI,,,,,FIELD MEASURE,2010-03-16 10:53:00,,N,INITIAL,,,,,,,,,54903,OBS,OBS,,0.201,0.201,volts,,Yes,Y,,,,,,,,,0.201,0.201,volts,TRG,-74.1195655148,40.6986911936,4.34084,NB,-36.61,-36.61,-36.61,-74.11956551484,40.69869119361,,,,,
40,NJD980528996,10B-E01-C103,1.03,,,10B-E01-C103-36.61-FRES,10B-E01-C103-36.61-FRES,2010-03-16 10:53:00,N,,36.61,36.61,ft,,WS,,,,2010 CPG LPR-NB PWCM Field Measurements,10B - 2010 High-Flow Event PWCM Sample Field Measurements,,,FI,,,,,FIELD MEASURE,2010-03-16 10:53:00,,N,INITIAL,,,,,,,,,54903,SAL,Salinity,,14.94,14.94,PSU,,Yes,Y,,,,,,,,,14.94,14.94,PSU,TRG,-74.1195655148,40.6986911936,4.34084,NB,-36.61,-36.61,-36.61,-74.11956551484,40.69869119361,,,,,
41,NJD980528996,10B-E01-C103,1.03,,,10B-E01-C103-36.61-FRES,10B-E01-C103-36.61-FRES,2010-03-16 10:53:00,N,,36.61,36.61,ft,,WS,,,,2010 CPG LPR-NB PWCM Field Measurements,10B - 2010 High-Flow Event PWCM Sample Field Measurements,,,FI,,,,,FIELD MEASURE,2010-03-16 10:53:00,,N,INITIAL,,,,,,,,,54903,TEMP,Temperature,,5.89,5.89,deg c,,Yes,Y,,,,,,,,,5.89,5.89,deg c,TRG,-74.1195655148,40.6986911936,4.34084,NB,-36.61,-36.61,-36.61,-74.11956551484,40.69869119361,,,,,
