,LOC_NAME,SAMPLE_DATE,TASK_CODE,ANALYTIC_METHOD,CAS_RN,CHEMICAL_NAME,REPORT_RESULT_VALUE,REPORT_RESULT_UNIT,REPORT_RESULT_LIMIT,DETECT_FLAG,REPORTABLE_RESULT,LONGITUDE,LATITUDE
31,PEDDIE DIT-SED,1997-10-09 12:00:00,1997 Outfall Sampling Program,DDX/DDF,37871-00-4,"Heptachlorinated Dibenzo-p-dioxins, (Total)",0.0807,ug/kg,,Y,Yes,-76.2273356933,38.8205616419
32,PEDDIE DIT-SED,1997-10-09 12:00:00,1997 Outfall Sampling Program,DDX/DDF,38998-75-3,"Heptachlorinated Dibenzofurans, (Total)",0.03904,ug/kg,,Y,Yes,-76.2273356933,38.8205616419
33,PEDDIE DIT-SED,1997-10-09 12:00:00,1997 Outfall Sampling Program,DDX/DDF,39001-02-0,Octachlorodibenzofuran,0.03165,ug/kg,,Y,Yes,-76.2273356933,38.8205616419
34,PEDDIE DIT-SED,1997-10-09 12:00:00,1997 Outfall Sampling Program,DDX/DDF,39227-28-6,"1,2,3,4,7,8-Hexachlorodibenzo-p-dioxin",0.00057,ug/kg,,Y,Yes,-76.2273356933,38.8205616419
35,PEDDIE DIT-SED,1997-10-09 12:00:00,1997 Outfall Sampling Program,DDX/DDF,40321-76-4,"1,2,3,7,8-Pentachlorodibenzo-p-dioxin",0.00706,ug/kg,0.00706,N,Yes,-76.2273356933,38.8205616419
36,PEDDIE DIT-SED,1997-10-09 12:00:00,1997 Outfall Sampling Program,DDX/DDF,41903-57-5,"Tetrachlorinated Dibenzo-p-dioxins, (Total)",0.00136,ug/kg,,Y,Yes,-76.2273356933,38.8205616419
37,PEDDIE DIT-SED,1997-10-09 12:00:00,1997 Outfall Sampling Program,DDX/DDF,51207-31-9,"2,3,7,8-Tetrachlorodibenzofuran",0.0004,ug/kg,,Y,Yes,-76.2273356933,38.8205616419
38,PEDDIE DIT-SED,1997-10-09 12:00:00,1997 Outfall Sampling Program,DDX/DDF,55673-89-7,"1,2,3,4,7,8,9-Heptachlorodibenzofuran",0.00067,ug/kg,0.00067,N,Yes,-76.2273356933,38.8205616419
39,PEDDIE DIT-SED,1997-10-09 12:00:00,1997 Outfall Sampling Program,DDX/DDF,55684-94-1,"Hexachlorinated Dibenzofurans, (Total)",0.03623,ug/kg,,Y,Yes,-76.2273356933,38.8205616419
40,PEDDIE DIT-SED,1997-10-09 12:00:00,1997 Outfall Sampling Program,DDX/DDF,55722-27-5,"Tetrachlorinated Dibenzofurans, (Total)",0.01311,ug/kg,,Y,Yes,-76.2273356933,38.8205616419
41,PEDDIE DIT-SED,1997-10-09 12:00:00,1997 Outfall Sampling Program,DDX/DDF,57117-31-4,"2,3,4,7,8-Pentachlorodibenzofuran",0.00463,ug/kg,,Y,Yes,-76.2273356933,38.8205616419
42,PEDDIE DIT-SED,1997-10-09 12:00:00,1997 Outfall Sampling Program,DDX/DDF,57117-41-6,"1,2,3,7,8-Pentachlorodibenzofuran",0.00032,ug/kg,0.00032,N,Yes,-76.2273356933,38.8205616419
43,PEDDIE DIT-SED,1997-10-09 12:00:00,1997 Outfall Sampling Program,DDX/DDF,57117-44-9,"1,2,3,6,7,8-Hexachlorodibenzofuran",0.00211,ug/kg,,Y,Yes,-76.2273356933,38.8205616419
44,PEDDIE DIT-SED,1997-10-09 12:00:00,1997 Outfall Sampling Program,DDX/DDF,57653-85-7,"1,2,3,6,7,8-Hexachlorodibenzo-p-dioxin",0.00227,ug/kg,,Y,Yes,-76.2273356933,38.8205616419
45,PEDDIE DIT-SED,1997-10-09 12:00:00,1997 Outfall Sampling Program,DDX/DDF,60851-34-5,"2,3,4,6,7,8-Hexachlorodibenzofuran",0.00345,ug/kg,,Y,Yes,-76.2273356933,38.8205616419
46,PEDDIE DIT-SED,1997-10-09 12:00:00,1997 Outfall Sampling Program,DDX/DDF,67562-39-4,"1,2,3,4,6,7,8-Heptachlorodibenzofuran",0.01734,ug/kg,,Y,Yes,-76.2273356933,38.8205616419
47,PEDDIE DIT-SED,1997-10-09 12:00:00,1997 Outfall Sampling Program,DDX/DDF,70648-26-9,"1,2,3,4,7,8-Hexachlorodibenzofuran",0.004,ug/kg,,Y,Yes,-76.2273356933,38.8205616419
48,PEDDIE DIT-SED,1997-10-09 12:00:00,1997 Outfall Sampling Program,DDX/DDF,72918-21-9,"1,2,3,7,8,9-Hexachlorodibenzofuran",0.00166,ug/kg,,Y,Yes,-76.2273356933,38.8205616419
49,PEDDIE DIT-SED,1997-10-09 12:00:00,1997 Outfall Sampling Program,DDX/DDF,BBL-2378CONG,"Total 2,3,7,8-Congeners",0.478,ug/kg,,Y,Yes,-76.2273356933,38.8205616419
50,PEDDIE DIT-SED,1997-10-09 12:00:00,1997 Outfall Sampling Program,DDX/DDF,BBL-TPCDDS,Total PCDDs,0.451,ug/kg,,Y,Yes,-76.2273356933,38.8205616419
51,PEDDIE DIT-SED,1997-10-09 12:00:00,1997 Outfall Sampling Program,DDX/DDF,BBL-TPCDFS,Total PCDFs,0.149,ug/kg,,Y,Yes,-76.2273356933,38.8205616419
52,PEDDIE DIT-SED,1997-10-09 12:00:00,1997 Outfall Sampling Program,E335.2,57-12-5,Cyanide,63700.0,ug/kg,,Y,Yes,-76.2273356933,38.8205616419
53,PEDDIE DIT-SED,1997-10-09 12:00:00,1997 Outfall Sampling Program,HERBICIDES,93-72-1,"Silvex (2,4,5-TP)",31.0,ug/kg,31.0,N,Yes,-76.2273356933,38.8205616419
54,PEDDIE DIT-SED,1997-10-09 12:00:00,1997 Outfall Sampling Program,HERBICIDES,93-76-5,"2,4,5-T (Trichlorophenoxyacetic Acid)",31.0,ug/kg,31.0,N,Yes,-76.2273356933,38.8205616419
55,PEDDIE DIT-SED,1997-10-09 12:00:00,1997 Outfall Sampling Program,HERBICIDES,94-75-7,"2,4-D (Dichlorophenoxyacetic Acid)",150.0,ug/kg,150.0,N,Yes,-76.2273356933,38.8205616419
56,PEDDIE DIT-SED,1997-10-09 12:00:00,1997 Outfall Sampling Program,HOMOLOGUE,25429-29-2,Total Pentachlorobiphenyls,32.1761,ug/kg,,Y,Yes,-76.2273356933,38.8205616419
57,PEDDIE DIT-SED,1997-10-09 12:00:00,1997 Outfall Sampling Program,HOMOLOGUE,26601-64-9,Total Hexachlorobiphenyls,77.28293,ug/kg,,Y,Yes,-76.2273356933,38.8205616419
58,PEDDIE DIT-SED,1997-10-09 12:00:00,1997 Outfall Sampling Program,HOMOLOGUE,28655-71-2,Total Heptachlorobiphenyls,66.35589,ug/kg,,Y,Yes,-76.2273356933,38.8205616419
59,PEDDIE DIT-SED,1997-10-09 12:00:00,1997 Outfall Sampling Program,HOMOLOGUE,55722-26-4,Total Octachlorobiphenyls,18.26046,ug/kg,,Y,Yes,-76.2273356933,38.8205616419
60,PEDDIE DIT-SED,1997-10-09 12:00:00,1997 Outfall Sampling Program,HOMOLOGUE,DCBPH,Total Dichlorodiphenyls,1.43008,ug/kg,,Y,Yes,-76.2273356933,38.8205616419
61,PEDDIE DIT-SED,1997-10-09 12:00:00,1997 Outfall Sampling Program,HOMOLOGUE,DECBPH,Decachlorobiphenyl,,,,N,Yes,-76.2273356933,38.8205616419
62,PEDDIE DIT-SED,1997-10-09 12:00:00,1997 Outfall Sampling Program,HOMOLOGUE,MONOCB,Total Monochlorobiphenyls,0.08447,ug/kg,,Y,Yes,-76.2273356933,38.8205616419
63,PEDDIE DIT-SED,1997-10-09 12:00:00,1997 Outfall Sampling Program,HOMOLOGUE,NCBPH,Total Nonachlorobiphenyls,1.66677,ug/kg,,Y,Yes,-76.2273356933,38.8205616419
64,PEDDIE DIT-SED,1997-10-09 12:00:00,1997 Outfall Sampling Program,HOMOLOGUE,TECBPH,Total Tetrachlorobiphenyls,38.87242,ug/kg,,Y,Yes,-76.2273356933,38.8205616419
65,PEDDIE DIT-SED,1997-10-09 12:00:00,1997 Outfall Sampling Program,HOMOLOGUE,TPCB-HOMOLOGUE,Total PCBs - Homologue Groups,245.0,ug/kg,,Y,Yes,-76.2273356933,38.8205616419
66,PEDDIE DIT-SED,1997-10-09 12:00:00,1997 Outfall Sampling Program,HOMOLOGUE,TRICBPH,Total Trichlorobiphenyls,8.86543,ug/kg,,Y,Yes,-76.2273356933,38.8205616419
67,PEDDIE DIT-SED,1997-10-09 12:00:00,1997 Outfall Sampling Program,MET,7429-90-5,Aluminum,4350000.0,ug/kg,,Y,Yes,-76.2273356933,38.8205616419
68,PEDDIE DIT-SED,1997-10-09 12:00:00,1997 Outfall Sampling Program,MET,7439-89-6,Iron,7900000.0,ug/kg,,Y,Yes,-76.2273356933,38.8205616419
69,PEDDIE DIT-SED,1997-10-09 12:00:00,1997 Outfall Sampling Program,MET,7439-92-1,Lead,500000.0,ug/kg,,Y,Yes,-76.2273356933,38.8205616419
70,PEDDIE DIT-SED,1997-10-09 12:00:00,1997 Outfall Sampling Program,MET,7439-95-4,Magnesium,1870000.0,ug/kg,,Y,Yes,-76.2273356933,38.8205616419
71,PEDDIE DIT-SED,1997-10-09 12:00:00,1997 Outfall Sampling Program,MET,7439-96-5,Manganese,105000.0,ug/kg,,Y,Yes,-76.2273356933,38.8205616419
72,PEDDIE DIT-SED,1997-10-09 12:00:00,1997 Outfall Sampling Program,MET,7439-97-6,Mercury,27.0,ug/kg,27.0,N,Yes,-76.2273356933,38.8205616419
73,PEDDIE DIT-SED,1997-10-09 12:00:00,1997 Outfall Sampling Program,MET,7440-02-0,Nickel,18000.0,ug/kg,,Y,Yes,-76.2273356933,38.8205616419
74,PEDDIE DIT-SED,1997-10-09 12:00:00,1997 Outfall Sampling Program,MET,7440-09-7,Potassium,360000.0,ug/kg,,Y,Yes,-76.2273356933,38.8205616419
75,PEDDIE DIT-SED,1997-10-09 12:00:00,1997 Outfall Sampling Program,MET,7440-22-4,Silver,1900.0,ug/kg,,Y,Yes,-76.2273356933,38.8205616419
76,PEDDIE DIT-SED,1997-10-09 12:00:00,1997 Outfall Sampling Program,MET,7440-23-5,Sodium,220000.0,ug/kg,,Y,Yes,-76.2273356933,38.8205616419
77,PEDDIE DIT-SED,1997-10-09 12:00:00,1997 Outfall Sampling Program,MET,7440-28-0,Thallium,1300.0,ug/kg,1300.0,N,Yes,-76.2273356933,38.8205616419
78,PEDDIE DIT-SED,1997-10-09 12:00:00,1997 Outfall Sampling Program,MET,7440-36-0,Antimony,8000.0,ug/kg,8000.0,N,Yes,-76.2273356933,38.8205616419
79,PEDDIE DIT-SED,1997-10-09 12:00:00,1997 Outfall Sampling Program,MET,7440-38-2,Arsenic,700.0,ug/kg,,Y,Yes,-76.2273356933,38.8205616419
80,PEDDIE DIT-SED,1997-10-09 12:00:00,1997 Outfall Sampling Program,MET,7440-39-3,Barium,93000.0,ug/kg,,Y,Yes,-76.2273356933,38.8205616419
81,PEDDIE DIT-SED,1997-10-09 12:00:00,1997 Outfall Sampling Program,MET,7440-41-7,Beryllium,330.0,ug/kg,,Y,Yes,-76.2273356933,38.8205616419
82,PEDDIE DIT-SED,1997-10-09 12:00:00,1997 Outfall Sampling Program,MET,7440-43-9,Cadmium,530.0,ug/kg,530.0,N,Yes,-76.2273356933,38.8205616419
83,PEDDIE DIT-SED,1997-10-09 12:00:00,1997 Outfall Sampling Program,MET,7440-47-3,Chromium,18000.0,ug/kg,,Y,Yes,-76.2273356933,38.8205616419
84,PEDDIE DIT-SED,1997-10-09 12:00:00,1997 Outfall Sampling Program,MET,7440-48-4,Cobalt,3300.0,ug/kg,,Y,Yes,-76.2273356933,38.8205616419
85,PEDDIE DIT-SED,1997-10-09 12:00:00,1997 Outfall Sampling Program,MET,7440-50-8,Copper,155000.0,ug/kg,,Y,Yes,-76.2273356933,38.8205616419
86,PEDDIE DIT-SED,1997-10-09 12:00:00,1997 Outfall Sampling Program,MET,7440-62-2,Vanadium,9000.0,ug/kg,,Y,Yes,-76.2273356933,38.8205616419
87,PEDDIE DIT-SED,1997-10-09 12:00:00,1997 Outfall Sampling Program,MET,7440-66-6,Zinc,311000.0,ug/kg,,Y,Yes,-76.2273356933,38.8205616419
88,PEDDIE DIT-SED,1997-10-09 12:00:00,1997 Outfall Sampling Program,MET,7440-70-2,Calcium,3450000.0,ug/kg,,Y,Yes,-76.2273356933,38.8205616419
89,PEDDIE DIT-SED,1997-10-09 12:00:00,1997 Outfall Sampling Program,MET,7782-49-2,Selenium,670.0,ug/kg,670.0,N,Yes,-76.2273356933,38.8205616419
90,PEDDIE DIT-SED,1997-10-09 12:00:00,1997 Outfall Sampling Program,MISC,7664-41-7,"Nitrogen, Ammonia (As N)",22000.0,ug/kg,,Y,Yes,-76.2273356933,38.8205616419
91,PEDDIE DIT-SED,1997-10-09 12:00:00,1997 Outfall Sampling Program,MISC,7723-14-0,"Phosphorus, Dissolved (as P)",410000.0,ug/kg,,Y,Yes,-76.2273356933,38.8205616419
92,PEDDIE DIT-SED,1997-10-09 12:00:00,1997 Outfall Sampling Program,MISC,7727-37-9,Nitrogen,320000.0,ug/kg,,Y,Yes,-76.2273356933,38.8205616419
93,PEDDIE DIT-SED,1997-10-09 12:00:00,1997 Outfall Sampling Program,MISC,BBL-NITRATEN,Nitrate Nitrogen,200.0,ug/kg,,Y,Yes,-76.2273356933,38.8205616419
94,PEDDIE DIT-SED,1997-10-09 12:00:00,1997 Outfall Sampling Program,PCB CONGENER,2050-68-2,"Dichlorobiphenyl; 4,4'- (PCB 15)",0.35724,ug/kg,,Y,Yes,-76.2273356933,38.8205616419
95,PEDDIE DIT-SED,1997-10-09 12:00:00,1997 Outfall Sampling Program,PCB CONGENER,2051-24-3,Decachlorobiphenyl (PCB 209),0.27409,ug/kg,0.27409,N,Yes,-76.2273356933,38.8205616419
96,PEDDIE DIT-SED,1997-10-09 12:00:00,1997 Outfall Sampling Program,PCB CONGENER,2051-60-7,Chlorobiphenyl; 2- (PCB 1),0.04056,ug/kg,,Y,Yes,-76.2273356933,38.8205616419
97,PEDDIE DIT-SED,1997-10-09 12:00:00,1997 Outfall Sampling Program,PCB CONGENER,31508-00-6,"Pentachlorobiphenyl; 2,3',4,4',5- (PCB 118)",3.19303,ug/kg,,Y,Yes,-76.2273356933,38.8205616419
98,PEDDIE DIT-SED,1997-10-09 12:00:00,1997 Outfall Sampling Program,PCB CONGENER,32598-13-3,"Tetrachlorobiphenyl; 3,3',4,4'- (PCB 77)",0.1422,ug/kg,,Y,Yes,-76.2273356933,38.8205616419
99,PEDDIE DIT-SED,1997-10-09 12:00:00,1997 Outfall Sampling Program,PCB CONGENER,32598-14-4,"Pentachlorobiphenyl; 2,3,3',4,4'- (PCB 105)",0.09763,ug/kg,0.09763,N,Yes,-76.2273356933,38.8205616419
100,PEDDIE DIT-SED,1997-10-09 12:00:00,1997 Outfall Sampling Program,PCB CONGENER,32774-16-6,"Hexachlorobiphenyl; 3,3',4,4',5,5'- (PCB 169)",0.09723,ug/kg,0.09723,N,Yes,-76.2273356933,38.8205616419
101,PEDDIE DIT-SED,1997-10-09 12:00:00,1997 Outfall Sampling Program,PCB CONGENER,35065-29-3,"Heptachlorobiphenyl; 2,2',3,4,4',5,5'- (PCB 180)",18.24437,ug/kg,,Y,Yes,-76.2273356933,38.8205616419
102,PEDDIE DIT-SED,1997-10-09 12:00:00,1997 Outfall Sampling Program,PCB CONGENER,35693-99-3,"Tetrachlorobiphenyl; 2,2',5,5'- (PCB 52)",2.49444,ug/kg,,Y,Yes,-76.2273356933,38.8205616419
103,PEDDIE DIT-SED,1997-10-09 12:00:00,1997 Outfall Sampling Program,PCB CONGENER,35694-08-7,"Octachlorobiphenyl; 2,2',3,3',4,4',5,5'- (PCB 194)",5.69063,ug/kg,,Y,Yes,-76.2273356933,38.8205616419
104,PEDDIE DIT-SED,1997-10-09 12:00:00,1997 Outfall Sampling Program,PCB CONGENER,38380-08-4,"Hexachlorobiphenyl; 2,3,3',4,4',5- (PCB 156)",0.93859,ug/kg,,Y,Yes,-76.2273356933,38.8205616419
105,PEDDIE DIT-SED,1997-10-09 12:00:00,1997 Outfall Sampling Program,PCB CONGENER,40186-72-9,"Nonachlorobiphenyl; 2,2',3,3',4,4',5,5',6- (PCB 206)",1.10468,ug/kg,,Y,Yes,-76.2273356933,38.8205616419
106,PEDDIE DIT-SED,1997-10-09 12:00:00,1997 Outfall Sampling Program,PCB CONGENER,57465-28-8,"Pentachlorobiphenyl; 3,3',4,4',5- (PCB 126)",0.09878,ug/kg,0.09878,N,Yes,-76.2273356933,38.8205616419
107,PEDDIE DIT-SED,1997-10-09 12:00:00,1997 Outfall Sampling Program,PCB CONGENER,7012-37-5,"Trichlorobiphenyl; 2,4,4'- (PCB 28)",1.72626,ug/kg,,Y,Yes,-76.2273356933,38.8205616419
108,PEDDIE DIT-SED,1997-10-09 12:00:00,1997 Outfall Sampling Program,PCB CONGENER,SUMCOPLNRCONG,Total PCBs - Sum of Coplanar Congeners,22.5,ug/kg,,Y,Yes,-76.2273356933,38.8205616419
109,PEDDIE DIT-SED,1997-10-09 12:00:00,1997 Outfall Sampling Program,PCB/PEST,1024-57-3,Heptachlor epoxide,4.4,ug/kg,4.4,N,Yes,-76.2273356933,38.8205616419
110,PEDDIE DIT-SED,1997-10-09 12:00:00,1997 Outfall Sampling Program,PCB/PEST,1031-07-8,Endosulfan sulfate,8.8,ug/kg,8.8,N,Yes,-76.2273356933,38.8205616419
111,PEDDIE DIT-SED,1997-10-09 12:00:00,1997 Outfall Sampling Program,PCB/PEST,11096-82-5,Aroclor 1260,88.0,ug/kg,88.0,N,Yes,-76.2273356933,38.8205616419
112,PEDDIE DIT-SED,1997-10-09 12:00:00,1997 Outfall Sampling Program,PCB/PEST,11097-69-1,Aroclor 1254,88.0,ug/kg,88.0,N,Yes,-76.2273356933,38.8205616419
113,PEDDIE DIT-SED,1997-10-09 12:00:00,1997 Outfall Sampling Program,PCB/PEST,11104-28-2,Aroclor 1221,44.0,ug/kg,44.0,N,Yes,-76.2273356933,38.8205616419
114,PEDDIE DIT-SED,1997-10-09 12:00:00,1997 Outfall Sampling Program,PCB/PEST,11141-16-5,Aroclor 1232,44.0,ug/kg,44.0,N,Yes,-76.2273356933,38.8205616419
115,PEDDIE DIT-SED,1997-10-09 12:00:00,1997 Outfall Sampling Program,PCB/PEST,12672-29-6,Aroclor 1248,44.0,ug/kg,44.0,N,Yes,-76.2273356933,38.8205616419
116,PEDDIE DIT-SED,1997-10-09 12:00:00,1997 Outfall Sampling Program,PCB/PEST,12674-11-2,Aroclor 1016,44.0,ug/kg,44.0,N,Yes,-76.2273356933,38.8205616419
117,PEDDIE DIT-SED,1997-10-09 12:00:00,1997 Outfall Sampling Program,PCB/PEST,309-00-2,Aldrin,4.4,ug/kg,4.4,N,Yes,-76.2273356933,38.8205616419
118,PEDDIE DIT-SED,1997-10-09 12:00:00,1997 Outfall Sampling Program,PCB/PEST,319-84-6,alpha-Hexachlorocyclohexane (alpha BHC) ,4.4,ug/kg,4.4,N,Yes,-76.2273356933,38.8205616419
119,PEDDIE DIT-SED,1997-10-09 12:00:00,1997 Outfall Sampling Program,PCB/PEST,319-85-7,beta-Hexachlorocyclohexane (beta BHC),4.4,ug/kg,4.4,N,Yes,-76.2273356933,38.8205616419
120,PEDDIE DIT-SED,1997-10-09 12:00:00,1997 Outfall Sampling Program,PCB/PEST,319-86-8,delta-Hexachlorocyclohexane (delta BHC),4.4,ug/kg,4.4,N,Yes,-76.2273356933,38.8205616419
121,PEDDIE DIT-SED,1997-10-09 12:00:00,1997 Outfall Sampling Program,PCB/PEST,33213-65-9,beta-Endosulfan,10.7,ug/kg,,Y,Yes,-76.2273356933,38.8205616419
122,PEDDIE DIT-SED,1997-10-09 12:00:00,1997 Outfall Sampling Program,PCB/PEST,50-29-3,"p,p'-DDT",8.8,ug/kg,8.8,N,Yes,-76.2273356933,38.8205616419
123,PEDDIE DIT-SED,1997-10-09 12:00:00,1997 Outfall Sampling Program,PCB/PEST,5103-71-9,alpha-Chlordane,4.4,ug/kg,4.4,N,Yes,-76.2273356933,38.8205616419
124,PEDDIE DIT-SED,1997-10-09 12:00:00,1997 Outfall Sampling Program,PCB/PEST,5103-74-2,beta-Chlordane,6.7,ug/kg,,Y,Yes,-76.2273356933,38.8205616419
125,PEDDIE DIT-SED,1997-10-09 12:00:00,1997 Outfall Sampling Program,PCB/PEST,53469-21-9,Aroclor 1242,44.0,ug/kg,44.0,N,Yes,-76.2273356933,38.8205616419
126,PEDDIE DIT-SED,1997-10-09 12:00:00,1997 Outfall Sampling Program,PCB/PEST,53494-70-5,Endrin ketone,8.8,ug/kg,8.8,N,Yes,-76.2273356933,38.8205616419
127,PEDDIE DIT-SED,1997-10-09 12:00:00,1997 Outfall Sampling Program,PCB/PEST,58-89-9,gamma-BHC (Lindane),4.4,ug/kg,4.4,N,Yes,-76.2273356933,38.8205616419
128,PEDDIE DIT-SED,1997-10-09 12:00:00,1997 Outfall Sampling Program,PCB/PEST,60-57-1,Dieldrin,8.8,ug/kg,8.8,N,Yes,-76.2273356933,38.8205616419
129,PEDDIE DIT-SED,1997-10-09 12:00:00,1997 Outfall Sampling Program,PCB/PEST,72-20-8,Endrin,8.8,ug/kg,8.8,N,Yes,-76.2273356933,38.8205616419
